ingredient_id,original_text,name,norm_name,name_confidence,amount,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
509,"2 tablespoons TJ's Peanut Butter with Honey, plus more for drizzling",Peanut Butter with Honey,peanut butter with honey,0.997905,,,,,,PB&J Protein Bowl,Breakfast,,,,,,,,,
510,Handful TJ's Peanut Butter Protein Granola,Peanut Butter Protein Granola,peanut butter protein granola,0.987037,,,,,,PB&J Protein Bowl,Breakfast,,,,,,,,,
511,"Handful TJ's Fresh Strawberries, hulled & thinly sliced, for garnish (optional)",Fresh Strawberries,strawberries,0.876121,,,,hulled & thinly sliced,0.98088,PB&J Protein Bowl,Breakfast,,,,,,,,,
512,1/2-gallon TJ’s French Vanilla Ice Cream,French Vanilla Ice Cream,french vanilla ice cream,0.999726,,,,,,Brooklyn Babka Ice Cream Pie,Desserts,,,,,,,,,
513,1 package TJ’s Speculoos Cookies,Speculoos Cookies,speculoos cookies,0.999344,,,,,,Brooklyn Babka Ice Cream Pie,Desserts,,,,,,,,,
514,"1 stick TJ’s Unsalted Butter, melted",Unsalted Butter,butter,0.997327,,,,melted,0.999267,Brooklyn Babka Ice Cream Pie,Desserts,,,,,,,,,
515,"1 TJ’s Chocolate Brooklyn Babka, chopped into bite-sized pieces",Chocolate Brooklyn Babka,chocolate brooklyn babka,0.99039,,,,chopped into bite-sized pieces,0.999924,Brooklyn Babka Ice Cream Pie,Desserts,,,,,,,,,
516,1 cup TJ’s Heavy Cream,Heavy Cream,heavy cream,0.999046,,,,,,Brooklyn Babka Ice Cream Pie,Desserts,,,,,,,,,
517,1 tablespoon TJ’s Organic Powdered Cane Sugar,Organic Powdered Cane Sugar,powdered cane sugar,0.99938,,,,,,Brooklyn Babka Ice Cream Pie,Desserts,,,,,,,,,
518,"1/2 bag TJ’s Double Chocolate Wafer Cookies, crushed, plus a few whole cookies to garnish",Double Chocolate Wafer Cookies,double chocolate wafer cookies,0.999317,,,,crushed,0.996988,Brooklyn Babka Ice Cream Pie,Desserts,,,,,,,,,
519,¼ cup TJ’s Almond Chipotle Dip,Almond Chipotle Dip,almond chipotle dip,0.999593,,,,,,Almond Chipotle Salad Dressing,Appetizers & Sides,,,,,,,,,
520,2 teaspoons juice from a TJ’s Lime,juice from a Lime,juice lime,0.994629,,,,,,Almond Chipotle Salad Dressing,Appetizers & Sides,,,,,,,,,
521,2 teaspoons TJ's Organic Blue Agave Syrup,Organic Blue Agave Syrup,blue agave syrup,0.998426,,,,,,Almond Chipotle Salad Dressing,Appetizers & Sides,,,,,,,,,
522,2 TJ’s Brioche Hot Dog Buns,Brioche Hot Dog Buns,brioche hot dog buns,0.995984,,,,,,Loaded Breakfast Buns,Breakfast,,,,,,,,,
523,2 tablespoons TJ’s Salted Butter,Salted Butter,butter,0.933367,,,,,,Loaded Breakfast Buns,Breakfast,,,,,,,,,
524,"2 TJ’s Eggs, cracked and scrambled",Eggs,eggs,0.985357,,,,cracked and scrambled,0.999853,Loaded Breakfast Buns,Breakfast,,,,,,,,,
525,"TJ’s Sea Salt, to taste",Sea Salt,sea salt,0.992903,,,,,,Loaded Breakfast Buns,Breakfast,,,,,,,,,
526,"TJ’s Black Peppercorns, to taste",Black Peppercorns,black peppercorns,0.987573,,,,,,Loaded Breakfast Buns,Breakfast,,,,,,,,,
527,4 slices TJ’s Organic American Singles Cheese,Organic American Singles Cheese,american singles cheese,0.999359,,,,,,Loaded Breakfast Buns,Breakfast,,,,,,,,,
528,"4 slices TJ’s Uncured Apple Smoked Bacon, cooked then chopped into bite-sized pieces",Uncured Apple Smoked Bacon,apple smoked bacon,0.999489,,,,cooked then chopped into bite-sized pieces,0.999806,Loaded Breakfast Buns,Breakfast,,,,,,,,,
529,"TJ’s Habanero Hot Sauce, to serve",Habanero Hot Sauce,habanero hot sauce,0.997196,,,,,,Loaded Breakfast Buns,Breakfast,,,,,,,,,
530,1 bag TJ’s Organic Riced Cauliflower,Organic Riced Cauliflower,riced cauliflower,0.99852,,,,,,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
531,1 tablespoon TJ’s Olive Oil,Olive Oil,extra virgin olive oil,0.99969,,,,,,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
532,"1 tablespoon TJ’s Garlic, finely chopped",Garlic,garlic,0.998068,,,,finely chopped,0.999179,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
533,1 tablespoon juice from a TJ’s Lemon,juice from a Lemon,juice lemon,0.996453,,,,,,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
534,"2 tablespoon TJ’s Fresh Parsley, finely chopped",Fresh Parsley,parsley,0.99812,,,,finely chopped,0.9985,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
535,1/3 cup grated TJ’s Parmesan Cheese,Parmesan Cheese,parmesan cheese,0.99634,,,,grated,0.994837,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
536,"TJ’s Sea Salt, to taste",Sea Salt,sea salt,0.992903,,,,,,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
537,"TJ’s Organic Ground Black Pepper, to taste",Organic Ground Black Pepper,ground black pepper,0.997303,,,,,,Lemon Garlic Cauliflower Rice,"Appetizers & Sides, Dinner & Lunch",,,,,,,,,
538,1 tub TJ’s Stracciatella Burrata Filling,Stracciatella Burrata Filling,stracciatella burrata filling,0.998994,,,,,,The Gratest Fruit Caprese,Appetizers & Sides,,,,,,,,,
539,A few TJ’s Frozen Strawberries,A few Frozen Strawberries,few frozen strawberries,0.958053,,,,,,The Gratest Fruit Caprese,Appetizers & Sides,,,,,,,,,
540,Your favorite TJ’s Extra Virgin Olive Oil,Your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.991438,,,,,,The Gratest Fruit Caprese,Appetizers & Sides,,,,,,,,,
541,"TJ’ Sea Salt, to taste",TJ’ Sea Salt,tj ’ sea salt,0.992903,,,,,,The Gratest Fruit Caprese,Appetizers & Sides,,,,,,,,,
542,TJ’s Glaze,Glaze,glaze,0.997451,,,,,,The Gratest Fruit Caprese,Appetizers & Sides,,,,,,,,,
543,A few sprigs of TJ’s Fresh Basil,Fresh Basil,basil,0.921536,,,,,,The Gratest Fruit Caprese,Appetizers & Sides,,,,,,,,,
544,"1 TJ’s Ciabatta Demi Baguette, sliced into rounds and toasted",Ciabatta Demi Baguette,ciabatta demi baguette,0.992313,,,,sliced into rounds and toasted,0.999966,The Gratest Fruit Caprese,Appetizers & Sides,,,,,,,,,
545,¼ cup TJ’s Organic Mayonnaise,Organic Mayonnaise,mayonnaise,0.998561,,,,,,Elote,Appetizers & Sides,,,,,,,,,
546,¼ cup TJ’s Sour Cream,Sour Cream,sour cream,0.997362,,,,,,Elote,Appetizers & Sides,,,,,,,,,
547,"2 teaspoons TJ’s Chile Lime Seasoning Blend, plus more for garnish",Chile Lime Seasoning Blend,chile lime seasoning blend,0.996523,,,,,,Elote,Appetizers & Sides,,,,,,,,,
548,"4 ears TJ’s Fresh Corn on the Cob, husks and silks removed",Fresh Corn on the Cob,cob,0.982467,,,,husks and silks removed,0.997387,Elote,Appetizers & Sides,,,,,,,,,
549,1/3 cup crumbled Cotija Cheese,Cotija Cheese,cotija cheese,0.995074,,,,crumbled,0.992779,Elote,Appetizers & Sides,,,,,,,,,
550,"Chopped TJ’s Fresh Cilantro, for garnish",Fresh Cilantro,cilantro,0.95166,,,,Chopped,0.977157,Elote,Appetizers & Sides,,,,,,,,,
551,"1 TJ’s Lime, sliced into wedges for garnish",Lime,lime,0.987448,,,,sliced into wedges for garnish,0.830072,Elote,Appetizers & Sides,,,,,,,,,
552,"2 tablespoons TJ’s Avocado Oil, divided",Avocado Oil,avocado oil,0.997538,,,,divided,0.999657,Pulled Port Sandwiches,Lunch,,,,,,,,,
553,"2 TJ’s Portabella Mushrooms (12659), cleaned and thinly sliced",Portabella Mushrooms,portabella mushrooms,0.997757,,,,cleaned and thinly sliced,0.999712,Pulled Port Sandwiches,Lunch,,,,,,,,,
554,"TJ’s Sea Salt, to taste",Sea Salt,sea salt,0.992903,,,,,,Pulled Port Sandwiches,Lunch,,,,,,,,,
555,"1/2 TJ’s Yellow onion, thinly sliced",Yellow onion,yellow onion,0.996421,,,,thinly sliced,0.998534,Pulled Port Sandwiches,Lunch,,,,,,,,,
556,½ cup of your favorite TJ’s Barbecue Sauce,your favorite Barbecue Sauce,barbecue sauce,0.985762,,,,,,Pulled Port Sandwiches,Lunch,,,,,,,,,
557,2 TJ’s Brioche Hamburger Bun,Brioche Hamburger Bun,brioche hamburger bun,0.998498,,,,,,Pulled Port Sandwiches,Lunch,,,,,,,,,
558,"½ bag TJ’s Organic Coleslaw Kit, tossed with the included salad dressing",Organic Coleslaw Kit,coleslaw kit,0.997378,,,,tossed with the included salad dressing,0.837676,Pulled Port Sandwiches,Lunch,,,,,,,,,
559,1 jar TJ’s Thai Style Red Curry Sauce,Thai Style Red Curry Sauce,thai style red curry sauce,0.99913,,,,,,Red Curry Chicken Drumsticks,Dinner,,,,,,,,,
560,1 1/2 pounds TJ's All Natural Chicken Drumsticks,All Natural Chicken Drumsticks,chicken drumsticks,0.998306,,,,,,Red Curry Chicken Drumsticks,Dinner,,,,,,,,,
561,TJ’s Organic Canola Oil Spray,Organic Canola Oil Spray,canola oil spray,0.992682,,,,,,Red Curry Chicken Drumsticks,Dinner,,,,,,,,,
562,"1 cup TJ's Honey Sesame Cashews, chopped",Honey Sesame Cashews,honey sesame cashews,0.997416,,,,chopped,0.99908,Red Curry Chicken Drumsticks,Dinner,,,,,,,,,
563,"A handful of chopped TJ’s Green Onions, to garnish",Green Onions,green onions,0.8939,,,,chopped,0.664142,Red Curry Chicken Drumsticks,Dinner,,,,,,,,,
564,"TJ’s Fresh Cilantro, to garnish",Fresh Cilantro,cilantro,0.98214,,,,,,Red Curry Chicken Drumsticks,Dinner,,,,,,,,,
565,1 tube TJ’s Organic Crescent Rolls,Organic Crescent Rolls,crescent rolls,0.997924,,,,,,EBTB Cheddar Cheese Twists,Appetizers & Sides,,,,,,,,,
566,"1 wheel TJ’s Everything but the Bagel Cheddar Cheese, grated",Everything but the Bagel Cheddar Cheese,everything bagel cheddar cheese,0.970816,,,,grated,0.999722,EBTB Cheddar Cheese Twists,Appetizers & Sides,,,,,,,,,
567,"1 TJ’s Egg, cracked and whisked",Egg,egg,0.989221,,,,cracked and whisked,0.998601,EBTB Cheddar Cheese Twists,Appetizers & Sides,,,,,,,,,
568,3 tablespoons TJ’s Gochujang Paste,Gochujang Paste,gochujang paste,0.999135,,,,,,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,,,,,,,,,
569,"½ package TJ’s Frozen Beef Bulgogi, heated according to package instructions, reserve 1 tablespoon of juices after heating",Frozen Beef Bulgogi,frozen beef bulgogi,0.997548,,,,"heated according to package instructions, reserve 1 tablespoon of juices after heating",0.973429,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,,,,,,,,,
570,"1 head TJ’s Little Gem Lettuce, cored, leaves washed and dried",Little Gem Lettuce,little gem lettuce,0.998585,,,,"cored, leaves washed and dried",0.998716,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,,,,,,,,,
571,"1 bag TJ’s Frozen Jasmine Rice, heated according to package instructions",Frozen Jasmine Rice,frozen jasmine rice,0.996615,,,,heated according to package instructions,0.998132,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,,,,,,,,,
572,"TJ’s Kimchi, to serve",Kimchi,kimchi,0.993264,,,,,,Bulgogi Lettuce Cups,Appetizers & Sides & Lunch,,,,,,,,,
573,"1 box TJ’s Chickepea Fusilli Pasta, cooked according to package instructions",Chickepea Fusilli Pasta,chickepea fusilli pasta,0.993876,,,,cooked according to package instructions,0.998152,Antipasto Pasta Salad,Appetizers & Sides & Lunch,,,,,,,,,
574,"1 jar TJ’s Marinated Grilled Artichoke Halves, drained",Marinated Grilled Artichoke Halves,artichoke halves,0.999161,,,,drained,0.998314,Antipasto Pasta Salad,Appetizers & Sides & Lunch,,,,,,,,,
575,1 cup diced TJ’s Red Bell Pepper,Red Bell Pepper,red bell pepper,0.996624,,,,diced,0.989406,Antipasto Pasta Salad,Appetizers & Sides & Lunch,,,,,,,,,
576,"1 cup TJ’s Jumbo Pitted Greek Kalamata Olive, sliced",Jumbo Pitted Greek Kalamata Olive,jumbo pitted greek kalamata olive,0.999313,,,,sliced,0.996405,Antipasto Pasta Salad,Appetizers & Sides & Lunch,,,,,,,,,
577,"1 package (seven sticks) TJ’s Prosciutto Wrapped Fresh Mozzarella Cheese sticks, chopped into bite-sized pieces",Prosciutto Wrapped Fresh Mozzarella Cheese sticks,prosciutto wrapped mozzarella cheese sticks,0.998196,,,,chopped into bite-sized pieces,0.999901,Antipasto Pasta Salad,Appetizers & Sides & Lunch,,,,,,,,,
578,"½-3/4 cups TJ’s Balsamic Vinaigrette, divided",Balsamic Vinaigrette,balsamic vinaigrette,0.999075,,,,divided,0.999668,Antipasto Pasta Salad,Appetizers & Sides & Lunch,,,,,,,,,
579,¾ cup TJ’s Unbleached All-Purpose Flour,Unbleached All-Purpose Flour,all-purpose flour,0.999392,,,,,,Fried Pickle Chips,Appetizers & Sides,,,,,,,,,
580,3 tablespoon TJ’s Ranch Seasoning Blend,Ranch Seasoning Blend,ranch seasoning blend,0.99968,,,,,,Fried Pickle Chips,Appetizers & Sides,,,,,,,,,
581,"1 jar TJ’s Kosher Dill Pickle Chips, drained and pat dry",Kosher Dill Pickle Chips,kosher dill pickle chips,0.997897,,,,drained and pat dry,0.991852,Fried Pickle Chips,Appetizers & Sides,,,,,,,,,
582,¼ cup TJ’s Organic Canola Oil,Organic Canola Oil,canola oil,0.998993,,,,,,Fried Pickle Chips,Appetizers & Sides,,,,,,,,,
583,"TJ’s Buttermilk Ranch Dressing, for dipping",Buttermilk Ranch Dressing,buttermilk ranch dressing,0.994372,,,,,,Fried Pickle Chips,Appetizers & Sides,,,,,,,,,
584,3 scoops TJ’s Super Premium French Vanilla Ice Cream,Super Premium French Vanilla Ice Cream,super premium french vanilla ice cream,0.999649,,,,,,"Rosemary, Almond, & Olive Oil Sundae",Desserts,,,,,,,,,
585,"3 tablespoons TJ’s Roasted & Salted Rosemary Marcona Almonds, chopped",Roasted & Salted Rosemary Marcona Almonds,roasted & salted rosemary marcona almonds,0.987792,,,,chopped,0.999497,"Rosemary, Almond, & Olive Oil Sundae",Desserts,,,,,,,,,
586,"A small sprig of TJ’s Fresh Rosemary, chopped",Fresh Rosemary,rosemary,0.939369,,,,chopped,0.999071,"Rosemary, Almond, & Olive Oil Sundae",Desserts,,,,,,,,,
587,3 tablespoons of your favorite TJ’s Extra Virgin Olive Oil,your favorite Extra Virgin Olive Oil,extra virgin olive oil,0.978439,,,,,,"Rosemary, Almond, & Olive Oil Sundae",Desserts,,,,,,,,,
588,1 cup TJ’s Non-Dairy Oat Beverage,Non-Dairy Oat Beverage,non-dairy oat beverage,0.998914,,,,,,Blueberry Oat Smoothie,Beverages,,,,,,,,,
589,1 cup TJ’s Frozen Blueberries,Frozen Blueberries,frozen blueberries,0.998951,,,,,,Blueberry Oat Smoothie,Beverages,,,,,,,,,
590,1 cup TJ’s Spinach,Spinach,spinach,0.997343,,,,,,Blueberry Oat Smoothie,Beverages,,,,,,,,,
591,¼ cup TJ’s Raw Whole Cashews,Raw Whole Cashews,whole cashews,0.99866,,,,,,Blueberry Oat Smoothie,Beverages,,,,,,,,,
592,2 tablespoons TJ’s Organic Flaxseed Meal,Organic Flaxseed Meal,meal,0.999144,,,,,,Blueberry Oat Smoothie,Beverages,,,,,,,,,
593,1 teaspoon TJ’s Organic Blue Agave Syrup,Organic Blue Agave Syrup,blue agave syrup,0.998767,,,,,,Blueberry Oat Smoothie,Beverages,,,,,,,,,
594,2 tablespoons of your favorite TJ’s Olive Oil,your favorite Olive Oil,extra virgin olive oil,0.983474,,,,,,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,,,,,,,,,
595,"1 TJ’s Ciabatta Demi-Baguette, sliced into thin rounds",Ciabatta Demi-Baguette,ciabatta demi-baguette,0.995914,,,,sliced into thin rounds,0.999895,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,,,,,,,,,
596,1 can TJ’s Wild Caught Boneless Grilled Sardines in Olive Oil,Wild Caught Boneless Grilled Sardines in Olive Oil,extra virgin olive oil,0.999273,,,,,,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,,,,,,,,,
597,1 can TJ’s Grecian Style Eggplant with Tomatoes & Onions,Grecian Style Eggplant with Tomatoes & Onions,grecian style eggplant with tomatoes & onions,0.99751,,,,,,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,,,,,,,,,
598,1 tub TJ’s Traditional Olive Tapenade,Traditional Olive Tapenade,traditional olive tapenade,0.998651,,,,,,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,,,,,,,,,
599,"¼ TJ’s Red Onion, thinly sliced",Red Onion,red onion,0.995585,,,,thinly sliced,0.998088,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,,,,,,,,,
600,"¼ cup TJ’s Fresh Parsley, roughly chopped",Fresh Parsley,parsley,0.995455,,,,roughly chopped,0.997368,A Simply Splendid Platter of Grilled Sardines,Appetizers & Sides,,,,,,,,,
601,1 jar TJ’s Lemon Curd,Lemon Curd,lemon curd,0.998726,,,,,,Cottage Cheesy Lemon Freezy,Desserts,,,,,,,,,
602,1 quart TJ’s Small Curd Cottage Cheese,Small Curd Cottage Cheese,small curd cottage cheese,0.995924,,,,,,Cottage Cheesy Lemon Freezy,Desserts,,,,,,,,,
603,"1 sleeve TJ’s Meyer Lemon Cookie Thins, gently crushed into irregular-sized pieces",sleeve Meyer Lemon Cookie Thins,meyer lemon cookie thins,0.995922,,,,gently crushed into irregular-sized pieces,0.99753,Cottage Cheesy Lemon Freezy,Desserts,,,,,,,,,
604,"1 cup TJ’s Dry Roasted & Salted Almonds, roughly chopped",Dry Roasted & Salted Almonds,dry roasted & salted almonds,0.985882,,,,roughly chopped,0.998294,Cottage Cheesy Lemon Freezy,Desserts,,,,,,,,,
605,"1 package (1 pound) TJ’s Teeny Tiny Potatoes, sliced into 1-inch rounds",Teeny Tiny Potatoes,potatoes,0.993958,,,,sliced into 1 inch rounds,0.999918,Lemon Pesto Potato Salad,Appetizers & Sides,,,,,,,,,
606,3 tablespoons TJ’s Lemon Pesto Sauce,Lemon Pesto Sauce,lemon pesto sauce,0.99977,,,,,,Lemon Pesto Potato Salad,Appetizers & Sides,,,,,,,,,
607,"TJ’s Sea Salt, to taste",Sea Salt,sea salt,0.992903,,,,,,Lemon Pesto Potato Salad,Appetizers & Sides,,,,,,,,,
608,A few cranks of TJ’s Black Peppercorns,A few cranks of Black Peppercorns,few cranks black peppercorns,0.919491,,,,,,Lemon Pesto Potato Salad,Appetizers & Sides,,,,,,,,,
